SK_ID_CURR,TARGET,AGE,AMT_INCOME_TOTAL,AMT_CREDIT,DURATION_MONTHS,EMPLOYMENT_YEARS,CHECKING_STATUS,SAVINGS_STATUS,PURPOSE,HOUSING,NUM_DEPENDENTS,EXISTING_CREDITS,DELINQUENCIES_2YR,DEBT_TO_INCOME,CREDIT_UTILIZATION
106934,0,51,71764.34,16284.48,36,14.7,no_account,high,car,rent,2,3,1,0.2269,0.2665
106935,0,40,54990.3,11844.93,24,2.0,200_plus,unknown,furniture,rent,2,4,1,0.2154,0.1401
106936,0,35,53266.7,13465.86,6,6.9,negative,high,car,own,1,0,0,0.2528,0.1742
106937,1,44,47236.84,30984.93,36,4.8,no_account,low,renovation,own,0,2,0,0.6559,0.462
106938,0,36,55300.05,18641.52,36,8.2,negative,high,electronics,own,0,0,0,0.3371,0.1186
106939,0,59,29086.19,7046.14,36,7.9,negative,low,education,own,1,4,0,0.2422,0.3101
106940,0,68,62771.29,10605.15,12,4.3,no_account,medium,furniture,rent,1,2,0,0.1689,0.1103
106941,0,60,68457.35,4289.36,12,13.1,no_account,high,renovation,with_parents,0,4,0,0.0627,0.1784
106942,1,42,37995.67,10934.61,24,0.2,negative,medium,furniture,own,3,2,0,0.2878,0.4141
106943,0,45,53933.25,29471.04,24,0.4,200_plus,unknown,furniture,rent,1,4,0,0.5464,0.616
106944,0,42,10910.94,13503.0,12,0.5,no_account,medium,business,rent,3,2,0,1.2375,0.4599
106945,0,59,50765.32,2966.88,48,4.3,negative,low,electronics,own,2,3,1,0.0584,0.2654
106946,0,48,42664.34,18878.35,60,0.7,0_to_200,unknown,furniture,own,0,2,0,0.4425,0.1388
106947,1,43,72013.8,11466.8,12,3.7,no_account,medium,car,own,0,1,0,0.1592,0.2602
106948,0,41,43332.09,20052.69,24,4.6,0_to_200,low,car,own,0,4,0,0.4628,0.2986
106949,0,39,64473.54,12818.41,24,4.2,negative,low,furniture,rent,1,1,1,0.1988,0.3109
106950,0,48,38404.75,28007.43,24,2.5,negative,medium,car,rent,0,0,0,0.7293,0.331
106951,0,54,8000.0,6804.19,24,3.8,no_account,medium,electronics,rent,2,4,0,0.8504,0.3325
106952,0,42,43305.73,4513.54,24,5.6,no_account,low,furniture,with_parents,1,4,0,0.1042,0.4291
106953,0,60,53914.44,23438.4,24,10.0,0_to_200,low,business,own,0,1,0,0.4347,0.2681
106954,0,61,48374.24,500.0,12,0.7,no_account,low,electronics,own,0,0,0,0.0103,0.2911
106955,0,42,52645.91,13452.6,36,8.7,negative,low,car,own,2,4,2,0.2555,0.3987
106956,0,65,36848.74,22205.53,24,4.0,negative,high,furniture,own,1,2,0,0.6026,0.2639
106957,0,29,38772.78,500.0,12,0.5,no_account,unknown,business,rent,0,2,0,0.0129,0.298
106958,0,66,23800.23,15581.79,24,2.7,0_to_200,unknown,electronics,rent,1,2,1,0.6547,0.3506
106959,0,35,8000.0,1536.46,18,3.0,negative,low,furniture,own,0,0,0,0.192,0.4551
106960,0,48,44670.54,500.0,24,3.6,200_plus,low,furniture,rent,1,3,0,0.0112,0.2461
106961,0,34,31969.1,5406.53,12,3.7,no_account,unknown,business,own,0,0,0,0.1691,0.1647
106962,1,42,73043.08,13349.47,36,12.9,no_account,unknown,business,own,0,1,0,0.1828,0.4373
106963,0,37,8000.0,8647.12,24,3.4,no_account,low,business,own,1,1,0,1.0808,0.3833
106964,0,55,52876.83,24963.6,24,4.1,no_account,low,electronics,own,1,4,0,0.4721,0.3175
106965,0,24,87810.44,15741.48,24,0.8,200_plus,low,furniture,rent,0,0,0,0.1793,0.4575
106966,0,62,42962.3,10599.4,36,3.2,0_to_200,medium,business,rent,1,0,1,0.2467,0.613
106967,1,65,49939.97,3210.87,48,10.0,no_account,low,renovation,rent,0,1,0,0.0643,0.1191
106968,0,48,55497.38,17016.98,24,3.9,no_account,low,car,own,1,3,0,0.3066,0.1874
106969,0,47,56081.14,33530.09,24,2.0,negative,low,renovation,own,1,3,0,0.5979,0.2055
106970,0,55,37301.48,8673.75,48,0.9,no_account,high,car,own,0,2,0,0.2325,0.6607
106971,0,30,25703.51,9730.03,36,1.7,no_account,high,car,with_parents,1,3,1,0.3785,0.2092
106972,0,57,58989.08,5453.57,24,1.9,0_to_200,low,business,own,0,0,0,0.0924,0.3468
106973,1,31,8000.0,25657.61,36,0.6,0_to_200,low,furniture,own,2,0,1,3.2068,0.1603
106974,0,54,71240.57,23343.05,18,19.2,no_account,high,renovation,rent,1,0,0,0.3277,0.4124
106975,1,35,38219.95,10983.56,6,2.1,negative,low,furniture,own,1,2,0,0.2874,0.3856
106976,0,57,45630.82,9608.6,36,1.1,0_to_200,low,business,with_parents,0,4,1,0.2106,0.1863
106977,0,59,35488.34,6505.32,36,2.0,0_to_200,high,car,with_parents,0,0,3,0.1833,0.5991
106978,0,31,74137.2,12396.2,24,1.0,no_account,low,furniture,rent,1,2,1,0.1672,0.1094
106979,0,51,54012.2,24178.91,6,8.1,0_to_200,low,business,own,2,4,0,0.4476,0.1912
106980,0,45,39757.43,15373.73,60,2.4,negative,unknown,car,rent,0,1,0,0.3867,0.2086
106981,0,35,38010.81,26588.83,36,0.0,negative,medium,electronics,rent,2,4,0,0.6995,0.5283
106982,0,49,43431.02,8518.55,24,2.8,negative,unknown,renovation,rent,0,2,2,0.1961,0.3678
106983,0,69,95735.94,500.0,18,5.6,negative,unknown,furniture,own,1,1,0,0.0052,0.3179
106984,0,21,18658.74,38448.02,24,0.0,200_plus,unknown,business,own,1,0,0,2.0605,0.342
106985,1,67,67810.44,16931.25,6,2.3,0_to_200,low,business,rent,2,4,0,0.2497,0.0125
106986,0,62,59049.2,22006.74,24,5.4,no_account,medium,education,own,1,4,1,0.3727,0.4925
106987,0,46,76131.12,7912.36,60,0.7,no_account,unknown,car,rent,1,0,0,0.1039,0.1526
106988,0,50,58304.32,2737.11,36,1.4,negative,low,business,rent,1,1,0,0.0469,0.3002
106989,0,39,47343.06,16392.74,60,4.6,no_account,low,electronics,rent,1,3,1,0.3462,0.259
106990,0,27,74773.42,500.0,24,18.7,0_to_200,low,electronics,own,2,3,0,0.0067,0.1433
106991,0,49,50502.94,12596.45,12,1.8,0_to_200,low,business,own,2,4,0,0.2494,0.2271
106992,0,61,65717.76,24200.8,60,11.2,no_account,low,education,rent,2,0,0,0.3682,0.485
106993,0,32,78652.39,19036.24,48,10.2,200_plus,medium,business,own,2,0,0,0.242,0.0976
106994,0,56,48251.66,17294.12,24,2.8,200_plus,unknown,car,own,3,4,0,0.3584,0.2496
106995,0,57,37922.23,30693.65,18,2.8,negative,unknown,electronics,own,0,3,0,0.8094,0.1217
106996,0,58,32370.99,18378.08,36,0.5,negative,medium,business,own,1,1,1,0.5677,0.257
106997,0,37,54451.34,500.0,6,0.9,no_account,unknown,car,own,0,0,0,0.0092,0.3109
106998,0,40,27603.78,13658.37,48,0.3,200_plus,high,furniture,own,1,2,1,0.4948,0.1917
106999,0,41,48150.97,32327.86,36,20.3,no_account,low,car,with_parents,0,1,0,0.6714,0.3306
107000,0,62,29020.45,12215.07,12,6.7,0_to_200,low,furniture,with_parents,1,4,0,0.4209,0.359
107001,0,65,56236.38,31776.86,12,2.1,0_to_200,low,education,own,1,3,0,0.565,0.1833
107002,0,41,31031.42,24212.8,12,2.1,no_account,unknown,education,rent,1,2,0,0.7802,0.2528
107003,0,68,21890.12,11323.72,36,5.2,no_account,medium,business,rent,1,3,0,0.5173,0.098
107004,0,48,30688.5,5275.53,12,15.8,0_to_200,low,car,own,1,3,0,0.1719,0.2991
107005,0,39,35645.55,18059.04,24,4.1,no_account,unknown,business,own,0,0,1,0.5066,0.5249
107006,0,21,36281.55,26434.5,24,1.8,no_account,medium,business,own,0,0,0,0.7286,0.0818
107007,0,50,53126.6,792.25,24,6.2,200_plus,medium,car,rent,1,4,0,0.0149,0.1811
107008,0,52,42732.91,16083.49,36,1.9,negative,low,electronics,own,0,2,0,0.3764,0.6089
107009,0,68,60103.04,500.0,18,15.4,0_to_200,low,electronics,own,2,3,0,0.0083,0.2269
107010,0,56,55210.47,11943.68,18,2.4,no_account,medium,business,own,0,2,1,0.2163,0.219
107011,0,22,60154.15,500.0,18,0.7,no_account,unknown,business,rent,0,2,1,0.0083,0.2105
107012,0,48,8568.7,20060.12,60,3.5,no_account,high,car,rent,2,1,0,2.3408,0.1368
107013,1,57,25170.62,8799.02,24,5.4,no_account,low,car,rent,0,3,0,0.3496,0.1978
107014,0,45,57838.1,25422.33,18,3.5,no_account,high,education,own,3,0,0,0.4395,0.2354
107015,0,42,50516.64,10135.57,24,2.6,200_plus,high,electronics,rent,1,0,0,0.2006,0.5322
107016,0,60,65949.03,9315.85,12,2.8,no_account,unknown,education,rent,0,0,0,0.1413,0.1872
107017,0,50,15797.94,500.0,36,3.4,no_account,low,furniture,rent,0,2,0,0.0316,0.1952
107018,0,54,38672.7,18519.45,18,6.4,0_to_200,low,renovation,own,0,2,1,0.4789,0.2754
107019,1,43,39161.96,19428.91,60,0.2,0_to_200,unknown,electronics,own,1,2,0,0.4961,0.3907
107020,1,34,51545.42,23457.7,36,6.4,200_plus,low,electronics,rent,0,1,1,0.4551,0.4976
107021,0,46,46163.05,20896.81,36,0.9,no_account,low,furniture,own,0,0,2,0.4527,0.807
107022,0,67,54558.89,18611.43,18,0.4,no_account,high,education,own,1,0,0,0.3411,0.19
107023,0,50,42906.12,20362.66,12,0.4,0_to_200,unknown,business,rent,0,0,0,0.4746,0.3861
107024,1,55,74468.01,21271.48,12,4.0,0_to_200,unknown,renovation,rent,2,3,1,0.2856,0.4079
107025,0,27,85134.15,23168.91,48,12.6,negative,low,furniture,rent,1,0,0,0.2721,0.0466
107026,0,69,22880.77,1251.85,60,0.5,200_plus,unknown,education,own,0,4,0,0.0547,0.2704
107027,0,32,48159.08,10843.64,18,4.5,0_to_200,medium,furniture,own,1,2,2,0.2252,0.2712
107028,1,68,68110.28,500.0,60,14.3,negative,unknown,furniture,own,0,0,0,0.0073,0.3728
107029,0,42,61038.84,17989.2,36,8.7,0_to_200,low,renovation,own,2,4,0,0.2947,0.171
107030,0,66,37721.99,29669.64,36,1.8,no_account,low,furniture,own,0,4,0,0.7865,0.5848
107031,0,64,54115.49,23067.07,60,8.0,no_account,high,car,rent,0,4,0,0.4262,0.2922
107032,1,58,13893.72,9536.53,60,1.1,no_account,high,electronics,with_parents,2,0,0,0.6863,0.1657
107033,0,65,51900.36,19548.72,24,14.6,no_account,medium,education,own,0,1,0,0.3767,0.3891
107034,0,50,15822.03,18140.46,24,0.1,no_account,low,car,own,0,1,0,1.1465,0.5141
107035,0,62,56819.68,17098.17,36,3.3,0_to_200,low,education,own,0,1,0,0.3009,0.2648
107036,0,29,23261.6,3269.89,18,1.2,0_to_200,unknown,renovation,rent,1,0,0,0.1406,0.1801
107037,0,24,50328.83,26836.22,24,4.1,no_account,high,electronics,rent,1,2,1,0.5332,0.3653
107038,0,47,51434.59,4397.19,48,0.1,negative,high,renovation,with_parents,1,2,0,0.0855,0.541
107039,0,60,47521.59,11699.31,12,2.0,0_to_200,unknown,car,with_parents,2,2,1,0.2462,0.3236
107040,0,58,35358.52,23632.28,24,6.0,no_account,low,electronics,own,1,1,3,0.6683,0.262
107041,1,46,40955.71,11639.25,18,0.3,negative,low,renovation,own,0,4,1,0.2842,0.404
107042,0,46,81818.03,15713.71,24,26.4,no_account,low,electronics,own,0,4,1,0.1921,0.2386
107043,0,50,38471.35,16076.45,12,3.9,0_to_200,low,education,own,1,3,1,0.4179,0.378
107044,0,63,45600.28,15593.22,60,0.3,200_plus,low,business,rent,0,2,0,0.3419,0.4635
107045,0,62,34632.29,16035.5,36,1.5,negative,medium,furniture,rent,0,4,0,0.463,0.5307
107046,1,26,69204.47,16925.27,12,7.6,0_to_200,low,renovation,own,2,1,0,0.2446,0.1684
107047,0,50,46789.82,15672.32,18,0.5,0_to_200,unknown,furniture,own,0,2,0,0.3349,0.3477
107048,0,39,32968.93,6940.61,6,6.5,200_plus,unknown,car,rent,2,3,1,0.2105,0.3291
107049,0,60,47687.71,1049.62,12,5.1,0_to_200,unknown,car,own,2,2,0,0.022,0.2548
107050,0,45,40582.12,23983.16,24,0.8,no_account,low,education,own,4,4,0,0.591,0.1527
107051,0,69,77719.53,24394.01,18,9.7,no_account,low,business,rent,1,0,0,0.3139,0.285
107052,0,42,48929.15,18037.26,24,9.6,no_account,unknown,business,own,0,1,0,0.3686,0.2691
107053,0,54,18083.99,17962.11,18,1.5,no_account,low,car,own,1,0,1,0.9932,0.1707
107054,0,26,57272.66,6763.31,18,4.6,negative,high,education,rent,0,1,0,0.1181,0.0789
107055,0,66,83224.41,500.0,60,5.0,negative,medium,business,with_parents,0,1,0,0.006,0.0903
107056,0,28,70160.58,12761.8,48,2.4,0_to_200,low,car,rent,3,3,0,0.1819,0.3327
107057,0,39,23197.23,500.0,6,0.5,no_account,unknown,furniture,own,1,0,0,0.0216,0.1498
107058,0,62,41709.45,16659.6,36,4.2,0_to_200,medium,furniture,rent,0,3,0,0.3994,0.1824
107059,0,68,46023.25,26738.15,12,3.3,no_account,unknown,business,rent,1,4,0,0.581,0.0198
107060,0,44,46286.75,9454.75,36,3.3,0_to_200,high,furniture,own,2,4,1,0.2043,0.5479
107061,0,44,53324.59,9971.74,48,1.4,0_to_200,low,business,own,2,0,1,0.187,0.2847
107062,0,23,38124.59,5947.55,36,0.0,0_to_200,unknown,renovation,with_parents,1,3,0,0.156,0.429
107063,0,68,30697.99,15398.27,36,8.0,no_account,unknown,furniture,own,2,3,0,0.5016,0.3634
107064,0,21,68575.57,14700.93,48,9.1,0_to_200,medium,renovation,own,1,1,0,0.2144,0.1126
107065,0,22,25642.51,5827.82,12,6.2,200_plus,unknown,furniture,own,1,1,1,0.2273,0.4194
107066,0,44,30689.09,23213.17,36,3.5,0_to_200,low,furniture,own,1,1,1,0.7564,0.3047
107067,1,21,24122.64,39321.33,12,3.4,no_account,unknown,car,own,5,4,0,1.63,0.0889
107068,0,29,58455.59,25708.73,6,2.4,no_account,high,business,own,1,2,0,0.4398,0.0776
107069,0,51,47435.58,14004.56,36,0.6,0_to_200,medium,business,own,0,4,0,0.2952,0.4304
107070,0,55,69767.11,13897.12,18,14.2,no_account,unknown,car,own,2,1,0,0.1992,0.6057
107071,0,35,29914.61,10377.97,6,1.2,0_to_200,low,renovation,with_parents,2,3,0,0.3469,0.2267
107072,0,59,20086.56,10192.44,12,0.3,200_plus,low,furniture,rent,0,1,1,0.5074,0.6754
107073,0,50,36779.8,23623.41,60,1.3,no_account,unknown,business,own,1,4,2,0.6423,0.3304
107074,1,32,42359.76,24015.36,18,2.0,no_account,low,renovation,rent,1,2,1,0.5669,0.1815
107075,0,55,50385.94,4474.23,24,2.4,negative,low,electronics,with_parents,0,4,0,0.0888,0.081
107076,0,50,12792.89,18296.84,18,2.9,no_account,unknown,renovation,own,0,2,0,1.4301,0.1407
107077,0,60,58396.78,25000.13,60,7.6,negative,high,education,rent,0,3,1,0.4281,0.5656
107078,0,28,35610.19,11848.36,12,17.0,no_account,unknown,furniture,own,2,2,0,0.3327,0.1449
107079,0,32,34774.48,13096.2,24,5.4,negative,low,furniture,rent,0,3,0,0.3766,0.4412
107080,0,35,76492.34,21263.84,24,16.0,no_account,high,business,rent,2,4,1,0.278,0.3671
107081,1,37,8000.0,21519.76,36,1.2,no_account,unknown,renovation,own,2,0,0,2.6896,0.2916
107082,0,64,54218.71,18861.52,48,5.5,negative,unknown,renovation,rent,0,0,0,0.3479,0.0809
107083,1,56,51890.69,17288.06,6,1.0,no_account,medium,car,own,1,0,0,0.3332,0.1917
107084,0,47,31447.08,18497.29,6,5.6,200_plus,low,business,rent,0,4,0,0.5882,0.0894
107085,0,47,36394.85,12500.54,24,0.7,no_account,medium,renovation,own,0,1,1,0.3435,0.0921
107086,0,64,69936.79,4940.56,24,1.0,no_account,low,furniture,own,1,1,0,0.0706,0.5893
107087,0,42,84731.08,990.47,48,0.9,0_to_200,high,electronics,rent,1,2,1,0.0117,0.334
107088,1,32,67733.3,20360.05,18,2.9,negative,unknown,business,own,1,0,0,0.3006,0.3927
107089,0,27,85990.62,15973.77,48,6.5,200_plus,low,electronics,rent,0,4,0,0.1858,0.2707
107090,0,37,31208.12,19099.68,12,0.1,no_account,medium,car,own,0,4,0,0.612,0.1963
107091,0,53,18628.49,7540.09,12,10.5,negative,unknown,car,own,1,4,0,0.4047,0.5304
107092,0,44,44273.14,15923.27,36,0.7,no_account,low,electronics,with_parents,0,2,0,0.3597,0.206
107093,0,41,63632.67,15707.76,36,5.1,0_to_200,low,renovation,own,1,3,0,0.2468,0.2084
107094,1,44,8842.48,26511.07,12,1.9,negative,low,car,own,1,1,0,2.9978,0.4153
107095,0,68,26647.62,22665.79,60,0.4,no_account,unknown,electronics,rent,1,1,0,0.8505,0.5971
107096,1,69,29454.77,8340.36,12,1.5,negative,low,car,rent,1,1,2,0.2831,0.2032
107097,0,28,52474.4,19540.98,48,0.7,0_to_200,low,education,own,0,2,0,0.3724,0.1663
107098,0,26,50278.17,8277.98,12,1.5,200_plus,low,education,own,0,1,1,0.1646,0.1933
107099,0,32,29510.94,500.0,6,0.0,no_account,unknown,business,own,0,3,0,0.0169,0.3423
107100,1,62,52148.21,30533.56,48,7.1,no_account,low,business,own,1,4,1,0.5855,0.406
107101,0,43,25708.31,11625.63,12,7.2,0_to_200,low,education,own,1,3,1,0.4522,0.6171
107102,0,63,41688.61,24355.17,24,10.4,no_account,low,business,own,0,0,0,0.5842,0.6007
107103,0,52,23290.34,9047.91,48,7.2,0_to_200,high,business,own,0,3,0,0.3885,0.0947
107104,0,48,52346.6,7733.86,12,20.7,0_to_200,unknown,business,rent,1,0,0,0.1477,0.0575
107105,0,34,29125.77,10080.66,36,0.3,no_account,high,car,rent,0,0,0,0.3461,0.1598
107106,0,37,58931.13,17273.84,24,0.2,negative,medium,furniture,own,1,4,0,0.2931,0.5418
107107,0,28,44774.32,16585.32,18,0.6,no_account,low,business,own,0,4,2,0.3704,0.5345
107108,1,46,41576.96,19479.27,6,2.2,0_to_200,low,education,rent,1,4,0,0.4685,0.2471
107109,1,34,82963.52,10532.68,18,5.2,negative,unknown,car,own,0,3,1,0.127,0.5117
107110,0,35,52854.13,15363.84,24,0.4,200_plus,low,furniture,own,1,2,0,0.2907,0.0897
107111,0,22,39489.09,7411.46,24,3.7,no_account,medium,furniture,own,0,4,0,0.1877,0.0913
107112,0,60,37571.93,28223.68,36,8.5,0_to_200,unknown,renovation,with_parents,0,3,1,0.7512,0.4381
107113,0,67,27533.47,3173.99,24,12.3,0_to_200,medium,furniture,own,0,0,0,0.1153,0.054
107114,0,45,44442.35,7602.26,24,1.5,0_to_200,low,car,own,1,2,0,0.1711,0.0906
107115,0,47,55564.64,11189.18,48,8.8,negative,low,renovation,own,1,3,0,0.2014,0.1196
107116,1,66,8189.56,36500.39,24,3.0,negative,low,furniture,own,0,0,0,4.4564,0.3284
107117,1,46,17995.82,21901.48,60,0.6,no_account,unknown,renovation,rent,1,2,1,1.217,0.1724
107118,0,51,34983.84,7317.79,24,0.6,0_to_200,low,car,own,0,1,0,0.2092,0.0243
107119,1,41,23916.89,22399.72,60,1.8,0_to_200,low,renovation,rent,1,1,0,0.9365,0.3872
107120,0,46,46936.56,19642.47,48,2.1,0_to_200,low,renovation,with_parents,1,4,0,0.4185,0.4662
107121,1,46,49114.57,17463.7,24,0.9,200_plus,low,furniture,with_parents,0,0,0,0.3556,0.3155
107122,0,55,44344.83,21262.33,36,3.6,no_account,unknown,car,rent,0,3,0,0.4795,0.2812
107123,0,50,58107.57,15522.64,12,4.2,no_account,medium,furniture,own,0,2,0,0.2671,0.1761
107124,1,45,37165.5,16537.18,24,7.7,no_account,low,car,rent,0,2,1,0.4449,0.4454
107125,0,24,44539.63,1023.65,24,0.9,no_account,high,education,rent,0,3,1,0.023,0.2545
107126,1,65,28108.97,27987.89,24,6.4,no_account,low,car,own,1,4,0,0.9957,0.528
107127,0,64,52294.26,10972.45,12,3.2,no_account,unknown,car,rent,0,0,0,0.2098,0.7013
107128,0,30,49013.08,3864.97,48,5.0,200_plus,medium,business,own,0,2,0,0.0789,0.5458
107129,0,35,22998.3,10461.09,12,3.9,no_account,high,education,rent,1,2,0,0.4548,0.3859
107130,0,68,44210.11,10823.51,36,4.6,200_plus,low,car,rent,1,1,0,0.2448,0.3286
107131,0,36,46447.03,7788.88,60,4.4,negative,low,furniture,own,0,1,0,0.1677,0.0799
107132,1,60,57794.3,21998.85,12,14.3,negative,low,business,own,1,0,0,0.3806,0.4282
107133,0,59,52504.06,23767.74,24,2.3,0_to_200,medium,furniture,own,1,4,0,0.4527,0.1616
107134,0,63,30924.48,500.0,24,0.7,negative,unknown,business,own,0,1,0,0.0162,0.2171
107135,0,21,60570.49,10367.02,60,0.6,negative,unknown,business,own,0,3,1,0.1712,0.3555
107136,0,44,57133.44,11012.06,48,3.3,0_to_200,medium,electronics,with_parents,1,3,1,0.1927,0.4184
107137,0,48,31269.18,13450.69,24,1.5,200_plus,unknown,education,own,1,1,0,0.4301,0.4559
107138,0,62,23053.05,30356.85,60,1.8,0_to_200,medium,car,own,1,3,0,1.3168,0.5132
107139,1,31,32114.84,7677.79,18,0.2,negative,high,car,own,3,3,0,0.2391,0.4859
107140,0,36,17040.79,29061.71,18,2.9,0_to_200,unknown,car,own,0,4,0,1.7053,0.2794
107141,0,29,53031.21,13684.11,24,7.7,0_to_200,high,renovation,own,1,3,0,0.258,0.1896
107142,0,58,69753.67,29145.55,36,2.2,negative,medium,furniture,rent,1,2,1,0.4178,0.3242
107143,0,69,74272.01,12201.39,12,1.7,200_plus,low,furniture,own,1,3,0,0.1643,0.2264
107144,0,27,23941.21,11147.26,36,1.5,negative,low,furniture,own,1,1,0,0.4656,0.1259
107145,0,32,61831.47,14796.26,6,2.2,negative,unknown,business,rent,0,0,0,0.2393,0.2356
107146,0,36,54371.77,26630.26,18,15.4,0_to_200,low,furniture,rent,0,4,0,0.4898,0.1137
107147,1,64,8000.0,16424.85,60,1.9,negative,unknown,electronics,rent,2,4,0,2.0528,0.1918
107148,0,42,38366.59,16883.27,36,0.0,no_account,low,car,own,1,4,0,0.44,0.3289
107149,0,34,39456.42,20730.28,24,6.7,negative,low,education,with_parents,0,3,0,0.5254,0.346
107150,0,36,69244.22,7082.49,36,0.1,200_plus,medium,renovation,own,0,3,0,0.1023,0.4972
107151,1,50,30243.13,18030.19,24,5.3,negative,unknown,furniture,own,0,2,0,0.5962,0.4362
107152,1,39,58808.77,9346.67,12,5.1,200_plus,unknown,car,with_parents,1,4,0,0.1589,0.5413
107153,0,27,47755.48,28241.39,24,9.8,0_to_200,unknown,furniture,rent,1,0,0,0.5914,0.1213
107154,0,61,16408.14,18767.96,60,0.6,negative,medium,car,own,1,1,1,1.1438,0.3951
107155,0,41,35148.71,21234.54,18,2.4,no_account,low,renovation,own,1,2,0,0.6041,0.4271
107156,0,33,82951.04,500.0,12,14.6,0_to_200,unknown,renovation,own,0,3,1,0.006,0.3624
107157,0,56,42605.24,21360.59,36,2.1,200_plus,medium,furniture,rent,0,3,0,0.5013,0.2236
107158,0,57,63534.16,13402.13,24,0.8,negative,unknown,education,with_parents,1,2,1,0.2109,0.5713
107159,0,28,67717.71,2065.58,18,11.4,no_account,low,education,rent,2,2,0,0.0305,0.285
107160,0,24,37023.59,15854.81,24,2.0,no_account,low,education,own,1,3,1,0.4282,0.2107
107161,1,23,19430.05,1335.41,60,0.2,negative,high,car,with_parents,1,4,1,0.0687,0.6665
107162,1,58,23651.84,20499.26,18,3.4,negative,low,education,own,0,0,0,0.8667,0.3291
107163,0,51,76521.25,27905.74,18,5.0,negative,low,furniture,own,0,3,0,0.3647,0.2966
107164,0,59,48696.89,500.0,24,1.3,negative,unknown,education,rent,1,4,0,0.0103,0.2437
107165,1,51,11659.11,14730.16,24,2.7,0_to_200,low,furniture,with_parents,0,3,0,1.2633,0.7793
107166,0,40,63974.75,13515.98,12,4.6,no_account,low,renovation,with_parents,1,4,0,0.2113,0.3774
107167,1,49,11652.48,500.0,24,4.8,negative,unknown,car,own,1,2,0,0.0429,0.4304
107168,0,56,30417.28,23248.54,24,3.9,negative,high,car,with_parents,1,3,1,0.7643,0.7948
107169,0,40,46773.94,20631.39,36,0.3,negative,low,car,rent,1,2,0,0.4411,0.0183
107170,1,65,95845.53,33234.8,24,0.9,negative,low,furniture,rent,0,0,0,0.3468,0.4563
107171,0,65,65345.46,19465.51,18,8.1,0_to_200,unknown,furniture,own,0,1,0,0.2979,0.3161
107172,0,60,37590.44,7089.0,18,4.5,0_to_200,low,education,own,0,3,0,0.1886,0.3856
107173,1,69,47500.87,19629.02,48,3.9,negative,low,car,own,0,3,0,0.4132,0.3571
107174,0,40,68505.47,26563.26,36,10.2,0_to_200,medium,car,rent,1,2,0,0.3877,0.1318
107175,0,26,74785.41,10816.17,24,2.7,200_plus,medium,electronics,rent,1,4,0,0.1446,0.1049
107176,0,44,41561.67,22671.73,36,3.0,0_to_200,medium,education,rent,0,0,0,0.5455,0.0614
107177,0,57,41160.21,500.0,18,1.1,0_to_200,low,business,rent,0,2,0,0.0121,0.6618
107178,0,59,29785.03,28275.6,48,2.8,0_to_200,medium,education,own,1,1,1,0.9493,0.2138
107179,0,40,59728.23,22203.49,36,2.9,negative,low,education,own,4,2,1,0.3717,0.5274
107180,0,35,65721.8,500.0,12,0.4,200_plus,low,car,with_parents,0,0,0,0.0076,0.0462
107181,1,42,8088.84,18443.9,12,3.7,no_account,low,furniture,own,1,3,3,2.2799,0.559
107182,0,60,37547.61,500.0,6,1.0,no_account,medium,renovation,rent,0,2,0,0.0133,0.4489
107183,0,23,24842.61,9500.23,6,8.2,no_account,low,business,own,1,1,1,0.3824,0.5247
107184,0,37,48992.05,21109.81,24,1.9,negative,unknown,renovation,rent,0,0,0,0.4309,0.5197
107185,0,32,21819.05,13775.77,12,3.2,0_to_200,high,renovation,own,4,0,1,0.6313,0.2378
107186,1,60,20592.12,26309.52,36,4.0,no_account,low,car,own,1,1,0,1.2776,0.4206
107187,0,44,67697.69,15573.61,24,0.5,200_plus,high,electronics,own,1,0,0,0.23,0.4282
107188,0,25,44789.14,14662.95,12,6.2,0_to_200,medium,education,rent,0,0,1,0.3274,0.4577
107189,0,33,47996.23,24886.45,6,8.4,200_plus,low,business,own,0,0,0,0.5185,0.3081
107190,0,23,54467.74,11961.63,6,1.7,0_to_200,unknown,car,with_parents,2,4,2,0.2196,0.5354
107191,0,44,66167.24,14773.5,24,3.5,0_to_200,unknown,business,own,0,1,0,0.2233,0.2324
107192,0,69,38042.6,15960.02,24,2.8,200_plus,unknown,electronics,with_parents,2,0,0,0.4195,0.1039
107193,0,48,38080.53,14392.49,24,2.0,200_plus,medium,electronics,own,0,0,0,0.3779,0.0564
107194,0,63,38721.6,25441.96,12,3.1,0_to_200,unknown,education,rent,2,1,0,0.657,0.1538
107195,0,57,69526.15,8998.78,60,5.8,no_account,unknown,car,own,2,4,1,0.1294,0.4782
107196,0,64,44553.11,7527.24,24,1.8,no_account,unknown,furniture,own,1,0,1,0.1689,0.2947
107197,0,36,40026.6,5444.88,24,1.7,no_account,low,car,rent,0,4,0,0.136,0.3512
107198,0,67,57609.9,500.0,24,9.6,no_account,low,electronics,with_parents,1,4,0,0.0087,0.3841
107199,0,32,81842.46,28353.68,12,0.4,negative,low,car,with_parents,0,0,1,0.3464,0.08
107200,0,42,48140.9,6892.92,36,3.3,negative,medium,furniture,rent,0,2,0,0.1432,0.1309
107201,0,54,41845.14,12852.64,36,4.5,0_to_200,unknown,education,rent,1,2,0,0.3071,0.1059
